"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RPL35",1905.140066961,-0.283263865089586,0.211452725194191,-1.33960848614954,0.180372663431359,0.789324530532496
"RPL35A",3780.62966793298,0.198633033444013,0.209019236142251,0.950309823679725,0.341954848761668,0.870544793103817
"RPL36",1420.38202951033,-0.336860893994986,0.240965778168613,-1.39796155518512,0.162124612243599,0.777095101663406
"RPL36A",3249.35192424219,0.18499384651036,0.208903391044102,0.8855473603648,0.375861487976669,0.883278488488281
"RPL36A-HNRNPH2",48.6984769835335,0.380027270745368,1.12970764917107,0.336394350365083,0.736573509264622,0.958346879178958
"RPL36AL",396.213544622585,-0.0317939920779175,0.125813615045987,-0.252707086322066,0.800494571496245,0.970284987265606
"RPL37",3535.46608223798,0.254196168253644,0.169471066854525,1.49993844360375,0.133630348546759,0.748226830054788
"RPL37A",5045.79664806711,-0.0415777954145224,0.194602585529859,-0.21365489724258,0.830816185898979,0.97804553178735
"RPL38",1063.16750757917,0.444188780568389,0.231115563190485,1.92193366139644,0.0546141055883214,0.653605385864648
"RPL39",2212.83209638915,0.393031222861901,0.209650740931802,1.87469512921851,0.0608346773711587,0.664787452155631
"RPL3P4",304.560725545255,-0.398621977833058,0.294984020452462,-1.35133414081763,0.176588420269722,0.788280349883988
"RPL4",15682.2680373431,0.145187613708023,0.193055169791479,0.752052451456449,0.452019516629131,0.900492902883094
"RPL41",6079.02505078651,-0.112917887390052,0.196422584716972,-0.574872220283409,0.56537771885835,0.924804591680071
"RPL4P4",555.634386421008,0.273593832416545,0.203173103168112,1.34660458569738,0.178107616475526,0.789130982696184
"RPL5",7732.70077835607,0.18687989304807,0.191626893740156,0.975227899385969,0.329447225890162,0.862465686468523
"RPL5P4",28.3870753482749,0.0303589123946398,0.313828385448921,0.0967373054901084,0.922935013252772,0.990519470105596
"RPL6",3722.70618538613,0.0505653053472283,0.200499221747429,0.252197015562115,0.800888784774927,0.970284987265606
"RPL6P27",202.757164738387,0.0195399040865753,0.210694605477569,0.0927404099515758,0.926109792833481,0.990640363947461
"RPL7",7261.11438920122,0.217764585467399,0.21555738628821,1.01023949685601,0.31238056045072,0.848861515328278
"RPL7A",4639.69428582156,-0.245647109162416,0.238706948303209,-1.02907397923914,0.303444912525454,0.848391950770032
"RPL7AP6",42.3610084315073,-0.558977998172119,0.442302259220388,-1.26379186748308,0.206304740926853,0.803650948390127
"RPL7L1",426.977778081566,0.0647414214255733,0.159856630630779,0.404996784744617,0.685479874350849,0.949708358878256
"RPL7P1",219.109843316607,0.244911121400972,0.286924724781955,0.853572732663903,0.393341772113371,0.88607049193451
"RPL7P23",28.7816310333619,0.554449200390038,0.409766173006913,1.35308680148345,0.176027901647072,0.788280349883988
"RPL7P46",28.349329079478,0.982149946644328,0.442716196678688,2.21846400473382,0.0265232112471019,0.578913833217036
"RPL7P7",48.9295274990891,0.46157366980351,0.286413294292894,1.61156510190303,0.10705660989129,0.727938328576714
"RPL7P9",244.800081888692,-0.0784207877125625,0.259602194394124,-0.302080604116563,0.762590617844294,0.963461211163188
"RPL8",4996.54030213609,-0.157069474033108,0.232824039044431,-0.674627391045019,0.499912525986294,0.910550861823535
"RPL9",17909.8668303997,0.275843828508186,0.220906154377139,1.24869236570592,0.211777614217168,0.809331607160253
"RPL9P25",29.0255549887143,-0.528575974464528,1.04317333720201,-0.506700042662394,0.612365300631471,0.933437295767617
"RPL9P7",208.551308918428,1.19237029755652,0.458181541579034,2.60239706175688,0.00925746017718946,0.465620792786848
"RPLP0",8670.33108494081,-0.113513945562598,0.261900538496647,-0.433423872337903,0.66470686070673,0.94475208641562
"RPLP0P6",191.370179221429,-0.179756683138741,0.331446265241948,-0.542340348917563,0.587584064471238,0.927356597638328
"RPLP1",2989.02059903684,-0.0778497562624932,0.258089398581018,-0.301638721662002,0.762927486436002,0.963801248066644
"RPLP2",1819.03694885716,-0.211540043457542,0.197916109166917,-1.06883691452895,0.285143162376211,0.843911189521152
"RPN1",1738.40274634228,-0.150299157819813,0.179964243710531,-0.835161222701364,0.4036269395944,0.887331937677233
"RPN2",3293.66640557836,-0.241475731899326,0.25426808101786,-0.949689520338829,0.34227003622241,0.870544793103817
"RPP14",144.437921883704,-0.0663250066338784,0.177079825164327,-0.374548634054331,0.707996180506383,0.954522263687705
"RPP21",43.5905273924409,0.0529564128401181,0.313117128073698,0.169126528356679,0.865697118884155,0.985278539501631
"RPP30",152.706489272686,-0.0844217997459969,0.267271979220587,-0.31586476065387,0.752105160495589,0.961909605659814
"RPP38",77.2970017330988,0.131432547640095,0.351906808031662,0.373486800028801,0.708786167819031,0.954522263687705
"RPP40",41.2735062661716,0.709741677198232,0.386349982220527,1.83704337999197,0.0662034916443149,0.672723942749923
"RPRD1A",410.612410287432,0.162211522307715,0.173084609505481,0.937180508256448,0.348665714343267,0.871890656018358
"RPRD1B",122.659524101103,-0.0246748143897532,0.187190119969062,-0.131816862951054,0.895129148235121,0.987716748742654
"RPRD2",1274.93008397035,-0.0355976567120954,0.130697278907429,-0.272367236790818,0.785339661977935,0.968269506609053
"RPS10",4008.19217314801,-0.226701762620036,0.224762888099464,-1.00862631076227,0.3131538841348,0.849934016320805
"RPS10-NUDT3",261.796305071937,-0.227902632867648,0.20049710626482,-1.13668789097949,0.25566878316959,0.830726391773257
"RPS11",14315.6975588151,0.117697851839003,0.173088581609298,0.679986228696907,0.496513180741747,0.910464073008764
"RPS12",1814.75285231655,0.237372406490349,0.219505019026076,1.08139853723413,0.279519872055542,0.842769659001887
"RPS13",1240.46982643031,0.28674596563847,0.173699055327002,1.6508205246059,0.0987752278650711,0.719719282495706
"RPS14",3808.08078463708,0.0342585640207371,0.240049886563546,0.142714352050603,0.886515781451222,0.987416711442264
"RPS15",2213.64589990458,-0.341527634055419,0.221459846916739,-1.54216504170086,0.123033492743513,0.742531651922365
"RPS15A",4614.3769501459,0.329317213356309,0.204320090044256,1.61177108567728,0.107011762338271,0.727938328576714
"RPS16",2084.73328105026,-0.0983615200625872,0.229160184568095,-0.429226046610026,0.66775872957538,0.945264233082395
"RPS17",26618.5820211687,0.213803997644115,0.190005663954071,1.12525065408469,0.260482833755525,0.832028568538794
"RPS18",8173.87823710103,-0.00416690262063904,0.219996351071221,-0.0189407806099933,0.984888347146029,0.998090808218456
"RPS19",1638.42158439465,-0.182135051017251,0.27571692017142,-0.660587137358176,0.508877120106293,0.910922049840586
"RPS19BP1",66.4051660202181,-0.667739902192133,0.268054878166169,-2.49105670734407,0.0127363790039104,0.50867979204891
"RPS2",2173.69273984749,-0.52836700211663,0.332057816836352,-1.59118977276486,0.111566873819074,0.730866339581238
"RPS20",6524.34062804636,0.0852496739151149,0.203633987396603,0.418641676691624,0.675478026097391,0.947103413785325
"RPS20P14",30.1081326810132,0.180166049311762,0.364188094531008,0.494706037943869,0.620807638821244,0.934941584951643
"RPS20P22",28.1708364175165,0.280570475541621,0.402827833891031,0.69650220748529,0.486114375310298,0.908406114117026
"RPS21",192.488233905412,0.23367940601782,0.221854220989153,1.05330160037499,0.292202785678305,0.844266022189252
"RPS23",3844.71218787468,0.193702384863996,0.203448852236355,0.952093770669024,0.341049427965809,0.869606990533791
"RPS24",13359.216165467,0.200752350645775,0.199066860328252,1.00846695584963,0.313230343495062,0.849934016320805
"RPS25",3267.80677890597,0.257352013967105,0.209166037955557,1.23037189250478,0.218557873803802,0.814545783812754
