,BOB12371,BOB12540,BOB16124,BOB17103,BOB17481,BOB18762,BOB20101,BOB20533,BOB20722,BOB21170,BOB21321,BOB21695,BOB23664,BOB23984,BOB25183,BOB26804,BOB27302,BOB28258
NCOA2,74.128277,48.528383,86.075771,48.61614,68.506423,61.577005,59.379914,52.391813,59.564678,70.190178,46.352799,55.856576,51.762568,34.798649,56.200169,75.820472,81.771815,58.742442
NCOA3,31.561151,39.534082,27.118167,31.70193,33.108247,36.868529,29.837826,44.046366,29.375212,15.680385,20.240054,20.702358,33.327519,35.207079,23.644345,38.469272,27.329598,21.092308
NCOA4,135.629968,177.771977,84.061967,78.414435,101.258501,112.550182,57.45448,96.741142,92.617359,70.939381,92.364523,85.002846,88.812313,81.996137,112.587553,92.301643,57.861094,83.12194
NCOA5,15.03313,16.029124,25.889057,20.647245,25.11669,27.50499,11.627235,21.79691,20.154444,37.148938,27.680048,20.221927,16.110236,23.868165,20.560394,22.345366,28.569875,18.385202
NCOA6,45.438623,30.580851,26.135168,38.578285,44.261418,36.263541,34.648257,37.069417,33.671748,43.790645,36.128506,24.899535,27.85432,42.173842,29.015203,33.284217,31.926873,44.661771
NCOA7,172.84076,133.720556,104.596412,69.711191,90.812001,111.315355,99.270929,136.167219,122.293002,344.747694,166.860582,17.946707,71.892004,120.905283,81.896329,112.906395,47.969066,191.884944
NCOR1,155.410232,134.446315,161.632772,145.454715,178.744683,231.600459,103.400802,194.282702,188.870269,152.59696,143.276206,158.785637,90.54223,139.647997,156.79614,213.105496,94.387875,150.923144
NCOR2,142.628917,98.388325,86.063598,138.686503,124.539843,129.167762,62.083222,153.709736,93.813867,92.027855,124.243735,142.151834,62.525852,58.588774,179.766941,105.667053,161.952136,184.513397
NCR1,0,0.475933,0.898756,0.443742,0.331364,0,0,0.824474,6.578193,0,0,0.225017,1.535526,0,0.251446,0.144768,0.237492,1.169403
NCR3LG1,4.447079,5.639916,1.709267,1.098461,0.957148,1.751044,1.877165,4.265233,2.24286,3.980217,1.678931,1.257367,1.194738,0.740381,0.660931,1.239378,1.472435,2.738348
NCS1,21.32866,18.345091,12.209751,3.602499,5.001808,7.797774,13.203939,7.188058,15.761836,40.348957,28.010263,7.641843,12.917338,13.056278,7.756268,5.805772,6.526932,12.197535
NCSTN,111.185185,93.094842,93.074615,145.453445,150.665034,59.765592,74.096207,70.286773,84.380348,112.981224,69.658384,129.141868,136.038571,138.873721,86.194287,83.961636,78.854443,103.156946
NDC1,4.944718,3.389841,8.458121,6.045894,4.732863,6.451946,4.748569,5.009422,9.616254,7.420048,3.756906,6.060519,4.756462,9.402151,5.056278,6.067988,3.090168,7.172263
NDC80,6.063884,6.007988,14.506419,3.346326,4.25293,1.397197,5.425097,3.536281,5.870489,24.942507,7.60285,0.890024,6.669817,9.489549,1.806173,1.636778,1.851982,7.016503
NDE1,120.800403,39.609983,72.215346,72.418099,66.536385,72.266754,53.8043,61.720194,55.763709,84.753218,73.90022,45.369423,40.521513,67.45805,45.599597,77.872427,45.235061,91.451572
NDEL1,67.655598,72.828175,34.416766,45.071774,58.300758,59.961153,45.077399,117.20098,55.040343,16.891468,64.539973,14.101682,30.062213,70.937421,43.227328,92.898286,41.199444,37.052187
NDFIP1,68.522721,67.117563,22.827395,35.408009,40.677596,33.280663,68.467086,27.550429,42.766512,22.780886,33.986687,28.3252,42.253382,30.03718,25.801365,23.790486,34.524597,50.308361
NDFIP2,18.110879,12.633573,8.501481,12.959133,4.775129,6.099566,13.625878,14.417513,7.109323,16.982515,13.148688,8.482785,14.284765,14.2439,12.344123,6.43756,7.897079,5.300421
NDN,0,0.430008,1.248839,0.534447,2.318285,1.662279,0.771778,1.355282,0.929994,0.136984,1.137091,2.028308,0.527223,0.882771,3.451195,1.13646,0.998452,2.975422
NDNF,1.488175,0,1.638027,0.86421,1.013426,5.562119,1.885156,0.875684,0.27357,0,1.741198,6.582301,3.543625,1.914981,2.632005,2.934632,1.936373,5.420693
NDNL2,13.182875,5.854357,10.639858,4.989569,7.801365,4.386061,3.703341,6.461436,10.356975,1.920012,10.548044,6.134806,2.708215,8.715181,6.870032,6.265557,5.503674,7.167408
NDOR1,6.211343,2.359438,6.564765,5.619704,4.238583,4.959906,6.503558,3.657799,3.10272,3.007527,3.43236,5.789859,2.638873,6.396537,2.82074,3.277298,4.241578,6.242692
NDP,0,0,0,1.539435,0.650233,1.301685,0.272564,0.059837,0,0,0,26.080204,0,0,0.299749,0.337228,0.411399,0.171956
NDRG1,154.450827,312.126864,448.219946,306.3679,311.896605,363.932163,274.437966,486.728609,334.133643,109.89888,345.975235,273.357607,220.679113,155.977611,356.461487,474.557613,453.117976,468.707053
NDRG2,118.204903,49.669417,137.629341,213.731917,295.860755,185.426142,199.031111,49.404203,358.362139,77.687461,97.181975,123.896582,155.812061,289.84809,258.890711,408.83184,90.159557,156.282522
NDRG3,13.728418,14.770919,16.389786,17.994794,23.360679,18.035385,18.321178,15.308313,8.027271,39.904938,24.289696,19.207803,17.832531,19.325589,20.819299,13.462385,14.673323,19.344966
NDRG4,6.880663,6.867449,5.132926,3.654493,13.235708,1.571796,6.365154,2.389958,10.108468,18.179812,7.764464,2.068962,9.503986,6.302057,3.022117,8.404495,4.245456,8.327542
NDST1,39.30257,30.922779,42.392141,48.671858,59.277579,46.117307,30.682104,47.230717,55.205892,12.00335,37.930022,85.787324,74.717666,39.84301,73.054681,46.374838,52.650535,49.636527
NDST2,21.422717,38.112341,27.925913,20.836685,32.519655,30.04385,27.414971,31.205019,24.858349,15.340337,22.905044,23.198717,19.457477,12.09887,20.710367,23.389393,11.237068,19.352428
NDST3,0,0,0,0.11671,0.123497,0.063128,0.524273,0.29585,0.517053,0,0,0.078382,0.230199,0.771225,0.102444,0.123257,0.193774,0.096586
NDUFA1,104.771939,89.661677,93.239865,68.576179,91.956705,67.947517,93.103102,54.050599,65.520531,106.51865,116.129718,80.052084,144.351097,88.441485,84.391841,73.10941,71.80975,64.8254
NDUFA10,154.626519,107.810804,170.786014,138.823175,198.918906,131.854323,128.486991,124.921635,115.606678,74.371245,112.153534,208.507054,156.653865,179.202085,154.424603,194.259047,149.599048,110.595074
NDUFA11,28.958017,10.380462,41.398789,38.592414,43.02005,31.212067,32.010487,37.088498,38.086351,59.007331,22.4049,88.069513,30.856461,9.363402,65.217523,39.135288,21.793843,27.821146
NDUFA12,52.128674,39.388007,75.401202,45.221052,52.97025,54.939565,49.457104,67.082982,46.176322,79.33949,38.633936,51.115781,50.783306,68.430843,40.883877,39.047884,44.517089,43.670716
NDUFA13,90.45,58.260349,173.685772,144.889034,125.776495,120.256863,101.536083,81.216367,57.322331,134.65926,124.927116,340.789182,132.750162,63.832396,199.452933,84.351162,141.926892,135.302896
NDUFA2,23.308013,33.071472,20.401793,53.440752,50.490251,28.777788,30.20935,22.53724,43.954068,22.082935,19.531054,61.925638,35.493585,41.056407,41.683452,20.669461,44.062791,25.53691
NDUFA3,22.416265,25.064078,29.230793,38.498347,42.493505,22.956043,21.918015,19.637427,22.405926,29.613233,40.582533,67.608511,26.085854,15.141672,27.574162,25.244356,27.681595,8.680763
NDUFA4,419.757177,200.520435,200.553072,210.659201,196.702332,186.613241,188.17285,137.393041,128.475604,513.723201,380.175132,179.945903,286.10095,313.793654,147.400602,125.11216,138.87065,376.977681
NDUFA4L2,0,1.394398,4.740225,1.410349,3.925401,0.890282,1.358809,6.420643,3.2143,0,4.699668,3.785583,1.662475,0.954815,4.740107,2.765078,1.457812,1.1715
NDUFA5,43.122307,31.727973,59.164828,43.396673,45.713004,38.931625,44.640373,41.327771,28.823903,49.023485,36.540324,32.354205,56.482186,56.792739,33.121242,39.718611,22.799356,42.182872
NDUFA6,20.949579,94.381643,89.010802,63.193062,99.068711,114.18649,59.0125,68.408156,39.088444,45.722026,69.982566,88.388761,105.761137,81.684331,75.459024,58.57155,55.708794,67.125769
NDUFA6-AS1,3.367284,0,0.467937,0.831101,0.88086,0.868373,1.0716,0.581404,0.923679,0.748421,0.482627,1.397187,0.413628,0.629838,0.593496,1.203621,0.070031,0.277388
NDUFA7,7.903635,10.154863,7.585672,13.786336,11.585422,14.234855,2.732955,5.745573,7.338096,0,15.100143,29.622531,9.163715,4.294226,19.84511,8.307231,9.742817,11.598813
NDUFA8,18.486715,21.238628,27.196227,23.870838,22.655331,27.945462,19.324735,25.684181,20.981107,7.802684,29.995305,37.456877,35.579386,23.317701,29.946894,20.031922,20.164438,15.647162
NDUFA9,52.349353,62.831184,78.220534,32.58643,47.498569,48.329243,68.286645,47.114956,49.278353,39.91074,38.412341,43.602523,82.135258,83.019389,46.958484,52.801474,31.782188,17.869295
NDUFA9P1,4.770499,5.133621,6.794956,5.890526,12.050416,12.749134,14.031619,7.279461,8.840961,28.139754,8.363351,4.507972,7.180679,9.470405,6.980778,7.633755,4.99924,12.239154
NDUFAB1,19.278064,22.302445,27.740061,22.685029,22.465221,29.437342,18.027873,11.925331,17.670927,33.020003,22.025706,22.023446,35.317435,22.414623,19.042403,21.826674,13.682001,27.134924
NDUFAF1,13.11236,15.293879,8.422394,11.701389,14.26978,11.455386,11.500966,15.087063,13.833318,37.375111,13.268415,16.298492,13.747771,19.872125,13.243858,18.287094,15.726127,11.502079
NDUFAF2,31.576478,24.791883,26.335636,23.199232,29.735114,25.90751,30.661377,47.019694,30.313165,28.065888,23.194607,14.422358,23.464138,24.777138,21.249351,24.688467,22.697178,29.088809
NDUFAF3,55.121177,36.880425,33.500228,37.425443,55.441543,34.754903,52.966226,28.947545,29.48809,42.480927,43.288283,80.45907,35.648971,34.058216,58.230639,37.552044,27.936433,28.01947
NDUFAF4,6.104465,17.63622,28.900812,15.07189,34.477793,36.492905,33.81585,24.9029,42.979907,23.238831,32.281248,19.145116,31.085698,44.228384,30.660252,36.371572,22.302287,26.991659
NDUFAF4P1,0,1.492955,0,1.044945,1.797134,0.377395,0.448961,0.894416,0.437922,2.434073,0,0.276605,1.11023,5.634714,0,0,0,1.703365
NDUFAF4P3,4.584597,0.366684,3.825321,1.026565,5.648321,1.853723,0.441024,1.171266,0.860561,3.824359,4.311538,2.444623,1.635723,6.574304,2.347169,2.381518,0,4.043494
NDUFAF5,53.912964,96.2366,28.743428,38.416669,36.217001,35.334276,44.134268,37.610788,31.309253,45.101039,61.29458,22.38918,44.391348,67.359145,36.884503,37.571156,33.006025,46.79703
NDUFAF6,23.297692,26.841058,45.435231,26.54649,21.004984,23.126888,48.437832,6.993544,28.270606,29.685547,36.910463,19.133786,23.163038,40.546907,17.505784,17.180426,37.896944,18.06218
NDUFAF7,39.231632,53.597951,39.343155,37.973148,58.381293,27.185609,53.641405,31.525189,63.265194,41.040425,37.47582,16.20958,34.003699,46.641773,18.175679,37.697944,24.938962,36.69098
NDUFB1,131.94319,182.529294,155.133626,157.666035,138.445326,166.40812,202.171192,105.196046,142.410211,133.205661,114.215792,165.015546,144.409448,150.062727,168.923887,91.770866,98.233337,108.206266
NDUFB10,41.725881,34.376687,35.206654,40.252134,41.184708,28.874006,18.741797,31.750264,37.170204,53.887484,24.449444,52.804006,39.064403,28.212996,41.474136,29.11064,24.068289,31.731689
NDUFB11,5.364961,5.180511,14.244523,12.161958,13.335243,13.226124,7.36877,5.18334,8.693757,11.024353,12.466401,17.406393,17.408378,7.53469,15.162658,10.142549,10.734575,13.972524
NDUFB2,26.585723,40.093247,60.506503,56.227702,52.410185,46.5871,69.681483,37.224803,28.259941,30.399077,31.458016,75.149564,66.021644,40.349564,46.45933,28.44457,55.72334,52.992019
NDUFB2-AS1,0,0.598629,0.179416,0,0,0.258748,0,0.404547,0,0.872694,0.214294,0.310587,0,0,0.067552,0.054303,0.52969,0.12915
NDUFB3,7.0753,29.912983,18.170777,11.24076,12.134339,18.545674,13.407208,11.309427,7.882572,8.518878,17.853177,22.096083,28.043699,16.99165,12.851735,12.047838,13.618497,12.203213
NDUFB4,229.162813,192.973774,267.980297,163.82748,186.728626,181.659016,229.500135,181.273559,161.028708,144.375286,123.012619,152.697625,207.736921,255.569414,132.918955,149.194097,145.427207,160.314157
NDUFB5,43.215031,69.5873,83.073055,78.818511,80.24274,82.035706,82.475279,70.658242,69.49609,184.564814,51.124323,60.676068,88.219054,82.429403,62.634592,51.732391,54.793256,82.49706
NDUFB6,9.304627,6.672624,6.401203,4.245712,4.641436,3.739285,5.072106,4.179024,8.740419,13.193206,7.611165,3.851995,3.82742,5.516694,3.349576,3.974346,3.363743,2.920566
NDUFB7,24.031276,28.107797,25.750227,24.884209,35.724532,28.417267,15.601029,26.178791,24.10531,12.913015,42.66906,75.519589,28.660506,18.364468,54.478735,29.708049,43.822447,65.624019
NDUFB8,62.041384,34.683006,49.091087,32.325875,44.610341,52.021664,25.064445,37.803042,36.605185,37.317884,30.450712,53.692797,36.383366,45.649318,52.762056,40.404587,32.367466,35.830739
NDUFB9,114.946914,147.359261,158.095056,106.54279,81.458827,97.482101,122.622116,63.76209,131.85532,104.496701,92.793039,120.941116,145.22389,92.508871,109.756517,83.07806,228.371378,115.441612
NDUFC1,5.439638,17.861794,12.736931,26.013379,17.568493,18.751157,20.338154,21.084625,18.449437,10.616454,15.705616,22.463994,20.695551,16.995927,13.904186,16.855765,12.363396,15.349527
NDUFC2,149.279165,137.397832,127.137307,139.450653,144.239416,168.846889,247.888969,107.89854,122.800433,141.06678,76.395658,128.403283,189.294064,1281.229269,102.06887,98.953413,99.99101,90.767377
NDUFS1,129.733205,104.600943,102.427371,91.211246,91.296683,92.269312,102.78824,82.231599,126.482069,130.908741,92.777675,82.257364,111.270371,82.116383,94.016601,93.327304,78.587655,86.082879
NDUFS2,102.791552,111.188929,143.559673,156.680912,133.244419,126.682704,151.204872,108.001056,135.058152,130.469713,115.603037,111.785399,201.914407,137.580877,101.575555,86.693565,124.722165,105.335394
NDUFS3,135.501567,259.4875,232.178993,135.155325,142.197792,153.885807,273.276104,138.165356,132.403851,120.955036,148.567544,171.509299,229.978631,172.612968,149.355892,125.765959,82.016777,114.329415
NDUFS4,205.197281,94.247743,129.588619,98.668471,105.849655,110.469449,106.211747,82.295934,116.160345,109.953393,170.447596,72.373249,112.700213,150.73458,103.939595,113.438525,68.596727,112.47891
NDUFS5,225.279402,93.706481,288.80552,166.883265,146.334782,205.287859,111.652153,141.258572,170.735145,184.492694,171.262943,209.703254,180.695135,405.228542,216.074496,264.726412,149.862053,150.344532
NDUFS6,32.820612,58.700757,101.704563,68.977999,84.085834,55.705148,66.543684,48.501787,38.00134,16.329886,22.064553,84.009677,95.888944,54.887615,65.334314,41.882499,53.991521,36.470706
NDUFS7,8.089271,10.307119,6.13141,11.587074,13.685738,10.281338,6.794275,9.813499,10.362845,16.662288,6.732921,28.566654,11.290883,12.7917,19.062609,7.800994,6.243047,14.930337
NDUFS8,56.019652,24.028855,19.205366,54.703686,81.632784,42.568499,13.005804,41.362381,30.723029,33.606239,34.252876,94.56049,45.853072,12.94344,56.308247,24.460525,37.936943,47.263458
NDUFV1,163.133706,122.616312,136.944458,208.336829,154.702738,161.946667,154.194394,100.299416,132.034659,189.521117,179.414949,147.968849,126.586151,137.739604,143.231374,131.773449,120.443404,159.759372
NDUFV2,77.439254,139.61125,102.088214,166.578394,110.789581,166.720337,156.321926,124.582071,95.271831,91.442251,146.374156,135.864399,205.814108,124.273224,120.501161,117.105169,79.71219,79.960564
NDUFV2P1,6.511241,0.865584,11.004395,4.358205,2.480283,8.7358,0.207493,4.247594,1.426805,0,4.77875,5.945682,7.540424,2.292997,6.589469,5.645068,2.149034,1.113484
NDUFV3,43.637715,34.389703,44.201141,44.00154,70.357857,42.476893,19.038756,59.613725,44.535979,54.901524,66.278897,36.269008,32.717865,65.468098,36.384242,66.602926,24.984028,61.080277
NEAT1,61.527994,104.024065,46.441653,67.709933,99.492865,66.170424,116.690295,177.700726,55.918932,23.84523,91.245467,28.953541,72.116359,77.729866,41.438489,94.352677,48.86662,55.90228
NEB,13.330019,29.717748,9.311864,12.575364,6.602644,18.508724,9.318548,22.409418,11.152205,15.974036,6.26775,10.357709,8.136171,15.903666,14.411817,8.553998,7.054565,6.429038
NEBL,90.952044,22.183368,43.127768,88.69968,91.397686,143.354624,83.544245,11.611098,74.24001,23.735339,62.602375,83.07779,54.047831,113.574175,54.266827,124.021232,84.021211,49.658224
NECAB1,0.064157,1.005701,0.439579,0.34277,1.954517,0.074182,0.205289,0.07715,0.456394,0.591743,1.369157,0,0,0.279092,0.987701,1.302119,0.888793,0
NECAB2,0.803561,1.370505,0.710668,4.735867,0,0,2.471469,1.115552,1.608835,5.731281,10.948604,0.574851,0.538831,0.545813,1.296037,0,0.20616,4.610318
NECAB3,42.771833,11.823152,20.972636,57.216381,25.493531,23.581939,14.527704,12.829934,7.133656,8.429988,24.643267,45.934612,26.503744,17.318363,18.136889,13.097665,40.831296,24.528277
NECAP1,34.904048,16.180389,20.045755,26.049522,28.966018,20.701174,51.092516,21.792455,36.104597,19.45151,31.496685,25.306305,26.057714,48.197303,18.90482,29.318895,35.021102,20.27549
NECAP2,12.931392,47.145643,30.712396,26.240037,19.817162,21.916179,25.999197,29.644685,17.424798,24.930204,5.73042,22.155302,18.568134,6.165041,24.425681,20.60812,31.956041,26.687784
NEDD1,61.858931,35.034696,26.684182,18.064241,31.597268,25.689931,24.371744,26.299794,20.962101,94.95307,44.077845,16.356669,25.48327,49.524591,19.161636,26.72003,15.229493,45.877276
NEDD4,21.371755,23.400394,16.152289,16.953946,14.642854,13.921281,23.159916,26.810398,12.560587,10.602908,24.704429,13.795389,24.039295,24.259262,12.592592,16.858465,14.168716,21.796654
NEDD4L,25.242582,21.242727,63.250733,51.673136,37.12046,67.307366,53.217944,7.094929,33.479475,16.249612,20.69431,48.102188,27.763103,76.230694,29.175399,37.675882,59.637451,18.00804
NEDD8,105.543913,73.495367,101.847956,124.712091,104.763606,84.165981,119.503231,77.337437,125.247819,65.753415,75.586428,121.380031,120.121612,160.33434,96.681815,67.365578,77.599478,71.036578
NEDD9,28.988898,48.974506,30.980899,45.824795,35.664487,52.849133,7.536863,43.060066,47.084685,12.806605,35.490643,18.592689,20.325596,26.436132,52.945139,111.45201,44.616642,14.995423
NEFH,14.765042,7.584761,3.581825,3.080763,100.41896,4.384527,4.368496,4.625509,7.269853,14.699779,5.371192,1.586639,8.077651,7.421351,3.921263,3.146693,2.77122,11.584867
NEFL,9.274792,2.142121,1.08363,0.902101,0.784514,0.479597,1.215128,3.616147,2.890921,11.185898,7.858547,0.597,2.726941,4.908345,0.075352,0.512244,0.546478,6.442996
NEFM,16.852583,7.451576,4.210574,2.752119,0.560799,1.027305,10.040454,1.355937,6.283323,23.063677,7.620232,0.762262,2.21781,15.591517,0.966948,1.632874,4.987438,5.108821
NEGR1,16.723131,8.306471,10.706339,4.090287,16.131886,5.594271,12.462201,3.477937,9.237877,0,10.062084,3.726052,2.219398,3.716479,10.102619,9.431547,5.962294,9.535562
NEIL1,10.083218,4.594786,13.878417,18.523466,21.264152,13.936905,9.067147,8.470606,5.045805,57.090448,33.750802,49.21444,23.968222,7.321809,15.753182,16.337834,15.947128,17.063437
NEIL2,1.091588,2.675864,4.85427,3.430335,7.068711,2.154925,6.827334,2.144935,2.821555,9.157435,7.231736,4.48223,6.942066,1.104016,4.726944,2.38736,4.977961,2.24011
NEIL3,14.063379,6.076856,7.57747,2.046639,3.507926,1.358799,4.885053,3.369119,4.583973,24.290515,4.981955,0.612187,4.081535,9.791821,1.110356,0.760526,3.963838,1.975407
NEK1,55.558646,34.548139,25.661506,17.411706,25.247185,29.705502,29.166686,26.148006,27.345399,28.818111,19.737622,9.048466,21.109027,42.347361,18.353351,23.795255,18.182564,38.553186
NEK10,25.202801,8.693474,39.228816,33.652856,49.211179,85.415695,11.07557,5.95293,5.584511,6.093226,75.987306,165.632768,13.797205,38.910016,51.263199,64.958798,16.792507,5.617551
NEK11,23.663335,8.858739,9.943297,18.766614,12.922284,16.941361,23.317464,13.498495,16.555452,21.252303,12.566094,13.240278,9.683231,26.410576,13.341661,15.641076,10.188591,19.753239
NEK2,2.807654,3.885674,16.121977,11.327882,3.194924,2.680639,7.80414,1.235033,3.904064,8.353577,5.855785,1.785983,15.144762,13.609205,2.08655,2.034893,6.157656,1.730279
NEK3,37.794772,27.440775,15.273347,14.296691,16.153124,21.9181,44.240633,26.163062,19.535391,41.433927,26.359089,6.137376,8.474333,38.24404,12.683258,17.268743,14.168459,11.16538
NEK4,118.97094,47.464683,59.507283,69.116501,57.444598,62.436763,37.118834,21.007419,31.892344,19.215802,55.931467,60.628196,35.261496,43.318523,35.813969,41.451369,29.969438,37.493611
NEK5,0,1.55716,0.856611,4.188942,1.498164,8.662192,4.147039,1.477282,1.119422,0,2.462428,3.141115,5.942714,6.007724,2.120178,2.695849,2.139977,1.895203
NEK6,31.302135,30.178676,31.393535,35.556744,30.396154,33.141103,19.485527,31.664416,26.574604,11.395005,17.37958,61.193119,18.728831,30.410389,45.409096,17.534499,9.237013,32.400794
NEK7,89.09794,99.765143,68.127373,70.115767,81.481624,55.305855,80.989737,109.011702,61.705942,54.741898,62.3698,32.614432,61.551755,71.940935,50.399561,94.738727,35.012417,56.310872
NEK8,3.190234,0.737223,8.482834,1.874859,3.394023,5.425193,6.535494,1.170151,3.801008,0,4.407872,5.663707,4.015238,2.963442,2.199792,1.400555,5.097583,5.560877
NEK9,69.440309,42.866725,51.371709,37.585422,62.414114,44.563687,63.002573,28.210965,46.457035,45.600276,63.045823,32.888805,22.550416,62.428193,38.430863,57.482063,33.266416,42.764098
NELFA,1.867712,4.784614,17.581801,7.077525,9.19385,10.128203,3.402424,4.160526,6.744508,10.413094,15.956975,9.933086,7.124963,8.485173,7.857276,7.508518,10.942402,7.408612
NELFB,4.240214,7.470909,9.842514,9.981279,8.380119,8.737935,6.672155,6.625877,6.465729,2.502703,5.778746,16.312364,6.187395,6.797726,11.626984,9.240457,7.513118,9.375285
